Timestamp,Image,Side,Hip Angle,Angle Range,Frequency,Total Duration (s),
2025-05-14_17-40-25,2025-05-14_17-40-25_left.jpg,left,169,160-170,1,10
2025-05-14_17-40-35,2025-05-14_17-40-35_left.jpg,left,177,170-180,1,10
2025-05-14_17-40-45,2025-05-14_17-40-45_left.jpg,left,122,120-130,1,10
2025-05-14_17-40-55,2025-05-14_17-40-55_left.jpg,left,177,170-180,1,10
2025-05-14_17-41-05,2025-05-14_17-41-05_left.jpg,left,128,120-130,1,10
2025-05-14_17-41-15,2025-05-14_17-41-15_left.jpg,left,130,130-140,2,20
